,0
0,1000000.0
1,1000000.0
2,1000018.3129580927
3,999916.9163695178
4,999956.4326620596
5,999908.9400245018
6,1000037.7457424914
7,999494.4066767362
8,999512.4488011049
9,999375.9326290841
10,999355.2504210486
11,999308.635567312
12,999320.593371242
13,999308.0326112995
14,999270.2843798678
15,999268.528600017
16,999254.0765109455
17,999249.9206551615
18,999288.3287409502
19,999352.7841967067
20,998994.4117910442
21,999073.6281067007
22,999215.7513959063
23,999016.0914980219
24,998824.6768958353
25,998873.5698172618
26,998926.4836252246
27,998886.4274157545
28,998976.4587750175
29,998989.5507338573
30,999063.8722362006
31,999132.911228053
32,999145.5666386307
33,999162.9375782724
34,999187.1464544313
35,999186.7356415018
36,999315.7629357035
37,999295.4223740717
38,999293.6640687553
39,999293.6640687553
40,999293.6640687553
41,999293.6640687553
42,999274.9904781088
43,999273.6357351711
44,999278.9937480785
45,999275.7415416389
46,999269.9781743747
47,999314.9038003696
48,999354.4416175702
49,999314.2221821119
50,999456.2511524928
51,999289.3442307328
52,999642.6017755738
53,999878.2401568884
54,999724.3940631966
55,999641.9960960697
56,999479.840556528
57,999342.3599618091
58,999787.2958151265
59,999980.1347039617
60,999855.6575196192
61,999687.0225896516
62,999405.5697697727
