,0
0,956550.6308981678
1,1043080.8018558917
2,1040932.1666511664
3,1055624.0370058836
4,1063119.0358458152
5,1075130.8741971035
6,1071781.4585315038
7,1070660.0958044254
8,1062706.311353942
9,1060172.383052369
10,1069094.9642687524
11,1076369.6451091492
12,1075139.3215272725
13,1075764.3423543028
14,1073430.4428483802
15,1077626.6780515816
16,1080193.6790606645
17,1080740.8359946376
18,1081361.2568805653
19,1081308.4107494233
20,1081308.4107494233
21,1081308.4107494233
22,1082204.8607494233
23,1083750.3607494233
24,1074545.0607494232
25,1086511.7722676918
26,1102882.5064366981
27,1109086.0371755287
28,1104550.635233989
29,1131088.943632705
30,1140200.495260436
31,1129298.0928941965
32,1133776.8977968455
33,1130696.2054749595
34,1126242.7221143607
35,1136654.5686646365
36,1150839.2460442637
37,1145659.6845587986
38,1147550.4113034962
39,1140129.2642070767
40,1144647.9493185491
41,1139031.300829213
42,1135477.4982788828
43,1152441.4417381762
44,1169573.7669834374
45,1189672.0582006548
46,1174486.7261413666
47,1139409.117872156
48,1130883.1669660308
49,1127869.2006490077
50,1113553.2206001366
51,1096071.7339742905
52,1123641.8439205454
53,1139406.4918859052
54,1139943.8972171256
55,1132251.396392183
56,1143765.2209810624
57,1116618.3142425371
58,1109005.8694649623
59,1116232.0377495573
60,1125537.43757921
61,1119177.6419663732
62,1124569.0846289583
