,0
0,-33.82196866860613
1,287.7023603520356
2,287.2249813253293
3,156.72983184398618
4,401.56618597416673
5,-93.44442046980839
6,150.0962580657797
7,-2.492632898152806
8,1.9828923820750788
9,-111.84135651553515
10,-140.72737509640865
11,-502.378532572533
12,33.39750800735783
13,-48.15599010605365
14,0.046780788572505116
15,-83.60124242631719
16,-5.55432634067256
17,-87.06936244713143
18,-0.7694428277900442
19,-158.14601637446322
20,-0.2952861274825409
21,-0.3287482560845092
22,0.0
23,0.0
24,-0.6389828419778496
25,-0.8717895796289667
26,20.440651000011712
27,-134.9146898954641
28,27.787972165155225
29,-15.301937885931693
30,46.12260741228238
31,-3.6338070472702384
32,-2.6193347689695656
33,-10.232215799973346
34,47.909623863059096
35,-4.03269447281491
36,1.1617864249274135
37,-23.78386723890435
38,18.53835439949762
39,82.05253174051177
40,-66.2093924570363
41,-91.99966645543464
42,67.1695743004093
43,4.638837966369465
44,253.06293412984814
45,0.3241070886142552
46,-65.74887522973586
47,-1.7245448852190748
48,-69.07186510006431
49,-3.573732399963774
50,7.889734650962055
51,-33.10765139432624
52,14.943438170477748
53,8.292813463951461
54,9.575351968640462
55,7.407440634677187
56,-13.330404243781231
57,-10.596778071369044
58,-0.7111107814125717
59,-42.962356022326276
60,-3.2161842677742243
61,34.369427701691166
