,date,rewards
0,20131104,755.6452550459653
1,20131105,-1.679968100041151
2,20131106,-123.14567047357559
3,20131107,-387.7890785019845
4,20131108,211.35580180585384
5,20131111,222.6334735956043
6,20131112,389.1743904016912
7,20131113,-55.69182485155761
8,20131114,310.0940891522914
9,20131115,-34.52811860665679
10,20131118,-33.28240499086678
11,20131119,50.17360935732722
12,20131120,-292.7656747419387
13,20131121,840.1468523219228
14,20131122,212.4210683181882
15,20131125,-19.369343545287848
16,20131126,-20.747283317148685
17,20131127,850.4676540009677
18,20131129,-783.9129472486675
19,20131202,43.53031454049051
20,20131203,-705.6240158025175
21,20131204,-821.6307669952512
22,20131205,204.9889381080866
23,20131206,668.1811320539564
24,20131209,390.98242951743305
25,20131210,249.40791128017008
26,20131211,-1285.797349018976
27,20131212,1803.3130626305938
28,20131213,-348.63648753613234
29,20131216,206.42361843772233
30,20131217,-822.1694404892623
31,20131218,649.1206732429564
32,20131219,-82.07169438526034
33,20131220,476.66347488574684
34,20131223,57.20457664504647
35,20131224,79.43668329529464
36,20131226,-1.739171089604497
37,20131227,-396.51194793358445
38,20131230,185.26502065174282
39,20131231,19.7880255933851
40,20140102,88.28592220321298
41,20140103,1162.9925032611936
42,20140106,-594.535735078156
43,20140107,827.98327187635
44,20140108,1417.3742365725338
45,20140109,1291.8229894153774
46,20140110,574.4259082898498
47,20140113,-665.2855228018016
48,20140114,1534.6400589663535
49,20140115,-563.5711040012538
50,20140116,593.9962747972459
51,20140117,-501.3971252851188
52,20140121,159.94333008490503
53,20140122,984.3153144400567
54,20140123,-1100.7617084439844
55,20140124,-824.537985291332
56,20140127,-494.59561787359416
57,20140128,1536.9265241604298
58,20140129,-1606.0035771448165
59,20140130,1453.3276399932802
60,20140131,-671.5793722569942
61,20140203,-1330.3211896847934
