,date,rewards
0,20121102,-2.950480343075469
1,20121105,0.0
2,20121106,0.0
3,20121107,0.0
4,20121108,0.0
5,20121109,-126.73580059991218
6,20121112,4.225580207072198
7,20121113,-15.74425331922248
8,20121114,-68.26194070652127
9,20121115,-3.9258536137640476
10,20121116,0.0
11,20121119,0.0
12,20121120,130.6167738439981
13,20121121,546.1742204444017
14,20121123,157.20491694821976
15,20121126,281.1246428939048
16,20121127,-63.103145729983225
17,20121128,999.9755659939256
18,20121129,707.8460543702822
19,20121130,171.4228281644173
20,20121203,-491.0535398477223
21,20121204,363.22528341645375
22,20121205,253.49368261545897
23,20121206,-99.04187255585566
24,20121207,-34.75895499321632
25,20121210,-1315.826867110096
26,20121211,512.3936930564232
27,20121212,229.5532145362813
28,20121213,-106.4789937036112
29,20121214,-393.85591820045374
30,20121217,829.7170777870342
31,20121218,1456.309739034623
32,20121219,-808.0092265303247
33,20121220,762.0859974215273
34,20121221,-868.2535168444738
35,20121224,373.35796877532266
36,20121226,-2097.6791787350085
37,20121227,-73.03719120286405
38,20121228,-1026.665612304816
39,20121231,1227.7060315946583
40,20130102,2036.1933850473724
41,20130103,366.02828366099857
42,20130104,245.1214121794328
43,20130107,3382.793018927099
44,20130108,-783.6943018937018
45,20130109,-34.89828441129066
46,20130110,-203.7422493151389
47,20130111,672.3654759835918
48,20130114,1514.8832406289876
49,20130115,-292.38933031097986
50,20130116,-1346.0764760030434
51,20130117,700.0101284193806
52,20130118,706.3539584302343
53,20130122,-766.4721094197594
54,20130123,-737.1998244286515
55,20130124,1620.7094591786154
56,20130125,3091.7698007600848
57,20130128,-1808.633142069215
58,20130129,-2363.7401835191995
59,20130130,1674.8561159328092
60,20130131,-283.22935068351217
61,20130201,-94.17761688237078
