,0
0,247.79220495501067
1,-16.53946881997399
2,-280.5740037194919
3,-49.64506276277825
4,145.44967843452469
5,-9.931610515690409
6,10.92999643238727
7,-175.33010697574355
8,114.26686527766287
9,433.73514511541
10,31.502061997540295
11,303.75090838281903
12,-781.4547178065404
13,-104.81720833980944
14,-208.10082515503746
15,-4.376556790899485
16,276.1256445470499
17,40.0576582091162
18,-5.760234669665806
19,0.0
20,0.0
21,-36.80599979998078
22,324.2190002000425
23,-57.90570592309814
24,262.75560706772376
25,-242.03480098431464
26,216.82889755349606
27,-188.37084720889106
28,-557.890901438077
29,-775.9732016966445
30,157.34206222952344
31,-425.1697423272999
32,210.9211616438115
33,-439.7719872019952
34,352.00041863077786
35,45.931135027320124
36,609.3562583473977
37,-50.21618502680212
38,-219.38340399239678
39,-25.79873418819625
40,47.956865468178876
41,-142.27899350249209
42,98.26935157040134
43,-285.6803013489116
44,138.07768988830503
45,43.825453458121046
46,-841.087243471411
47,-1251.3223878751742
48,351.8714959293138
49,-170.25342826545238
50,-130.51557306933682
51,-847.902505169739
52,180.78187779092696
53,527.194757352001
54,-244.24168651923537
55,654.5487017696723
56,-2003.1457403352251
57,-1764.873021352687
58,2465.3699346177746
59,879.0496658652555
60,73.36215034138877
61,-65.41730855638161
