,0
0,897187.7099389408
1,1283796.182099191
2,1290729.0517125179
3,1285151.3343348799
4,1280389.2421495
5,1301025.3028158532
6,1302910.5692700746
7,1302467.1355321219
8,1315909.3990915234
9,1312785.4268244684
10,1306449.997321175
11,1315741.8297635529
12,1320665.5759425135
13,1339907.872331521
14,1354476.5276678829
15,1141145.555867518
16,1134131.0812899615
17,1114150.5382332487
18,1122199.5037374496
19,1117154.7222581217
20,1142181.3762151245
21,1149561.211065367
22,1190254.967258794
23,1180714.4305705556
24,1187644.8399504547
25,1177060.2079797927
26,1162993.6668268254
27,1161924.258951213
28,1167229.0676398827
29,1159455.1854397526
30,1136211.1547983773
31,1131901.3510250123
32,1125701.276856058
33,1126244.0462350207
34,1131089.1663732564
35,1127603.30411946
36,1135847.7550039191
37,1149314.0350414808
38,1143659.2378642105
39,1141959.8914655836
40,1150073.505322106
41,1141331.682346587
42,1120653.6422674377
43,1102588.286033488
44,1081933.2097304612
45,1084157.9969775933
46,1089042.7182287183
47,1096592.583157342
48,1080066.2552095247
49,1077372.8704407974
50,1081297.3259557977
51,1073964.9020227036
52,1072791.5666091847
53,1084012.5822406139
54,1096188.1260803277
55,1083561.0788150602
56,1093426.9845870673
57,1091468.0736392543
58,1099172.42553112
59,1106411.978457462
60,1089160.3520255024
61,1081365.746962822
62,1069070.7468158577
