,0
0,953235.3010509893
1,893363.1146796923
2,894400.7013968627
3,890374.0236143111
4,890564.5701442331
5,891451.4856168182
6,900590.272446961
7,898834.8936087632
8,901308.2042608954
9,900653.4207528498
10,900611.4422386452
11,901022.1500274587
12,901289.5284245119
13,900373.3289829363
14,902414.5054946239
15,903241.8029469713
16,902448.2811607295
17,903571.6176987106
18,902203.227236832
19,900719.6327278649
20,898759.9233376087
21,903208.9971198104
22,903266.1192290438
23,902441.534573541
24,901434.4267851576
25,901391.6509533026
26,900575.907987521
27,896512.8146312761
28,893863.806316033
29,893987.9377611872
30,897036.7262932218
31,897449.1730833419
32,900148.2960351482
33,900301.8624892563
34,900295.2704695547
35,900916.7414046967
36,900619.915160751
37,900180.9354625157
38,897880.8170257828
39,899344.9321559891
40,900569.5923988596
41,899896.215553413
42,902676.5567423501
43,905014.3477764612
44,905070.980728671
45,908206.3780855085
46,906824.377298149
47,906328.6393049909
48,907202.8671352896
49,906246.6650251928
50,904574.6952341858
51,907343.2249910759
52,908269.9580085962
53,905776.9498202745
54,912183.6263887112
55,910275.745446788
56,914873.7789633181
57,913621.1425843181
58,916745.6704253003
59,918402.710384218
60,919016.1399113531
61,919259.401903203
62,922848.3898199932
