,0
0,1189060.0765355518
1,1217861.4896803957
2,1218545.8752778177
3,1221875.0110249661
4,1191847.935294186
5,1219155.219707124
6,1217011.399662963
7,1219351.8390149155
8,1219110.9542593174
9,1208282.1994051076
10,1219524.9775945267
11,1228057.6472330953
12,1210860.9102671104
13,1196109.5384041425
14,1178307.0505224988
15,1179011.9826328265
16,1153561.8711281356
17,1154292.1727554877
18,1142510.0739092329
19,1140748.5899101146
20,1166310.0258328745
21,1142926.6180148348
22,1093995.59881434
23,1109343.3619102326
24,1101886.9317460782
25,1109266.3583124564
26,1105509.786314806
27,1102334.5131129678
28,1102333.0231387457
29,1130587.0712461919
30,1115297.7818318037
31,1121241.5589292217
32,1123989.955573793
33,1129844.482876042
34,1115320.9935442011
35,1136237.9661727254
36,1124194.752183962
37,1131025.9427377633
38,1133948.9560110634
39,1135668.6223067206
40,1112334.4861939615
41,1115392.9428154638
42,1109960.854259639
43,1106839.6036755405
44,1103312.2176351622
45,1125829.4291431922
46,1121059.8255946555
47,1130259.5091740305
48,1162920.220340638
49,1191705.8905768848
50,1186943.9948751023
51,1184223.439563647
52,1197509.8241837379
53,1186539.6943604096
54,1167891.7746282448
55,1162792.16495123
56,1169248.3348846163
57,1153648.8636113503
58,1134509.4508098129
59,1120810.2359058221
60,1129845.6215389401
61,1120082.9543789388
62,1142472.5283190296
