,date,rewards
0,20140205,605.902675613761
1,20140206,-105.0015622600913
2,20140207,1876.1733829993755
3,20140210,1484.6713494816795
4,20140211,2990.698369679041
5,20140212,143.85761124640703
6,20140213,2234.951465116814
7,20140214,3516.1373011823744
8,20140218,491.9865920767188
9,20140219,-2181.000791326165
10,20140220,2408.818282200955
11,20140221,-42.070330704562366
12,20140224,2548.7599166184664
13,20140225,363.7179872598499
14,20140226,-2005.999691980891
15,20140227,146.248672763817
16,20140228,-960.9896964775398
17,20140303,4370.761946517974
18,20140304,-2809.7700254824013
19,20140305,350.0881687020883
20,20140306,2234.5909173879772
21,20140307,-1941.962793469429
22,20140310,67.14820267725736
23,20140311,1406.6814019391313
24,20140312,3779.9401133442298
25,20140313,922.4966230913997
26,20140314,1921.2993441009894
27,20140317,-3079.8927456196398
28,20140318,-2056.3076487341896
29,20140319,-5333.837504699826
30,20140320,-501.40449482761323
31,20140321,1357.2343866676092
32,20140324,-5027.390572369099
33,20140325,513.1848673308268
34,20140326,-2216.6065957862884
35,20140327,-1814.4524251352996
36,20140328,-70.31344680860639
37,20140331,-2100.086140186526
38,20140401,-475.80532627925277
39,20140402,2039.7509574228898
40,20140403,-883.719866537489
41,20140404,3773.5752930901945
42,20140407,-1499.2501523960382
43,20140408,2761.3395281704143
44,20140409,550.0787284886464
45,20140410,1604.3745113164186
46,20140411,-203.7692053867504
47,20140414,2148.7067638430744
48,20140415,-5785.4747134121135
49,20140416,114.79406712017953
50,20140417,-1952.9684070469812
51,20140421,-1215.1716842325404
52,20140422,-1074.9552633455023
53,20140423,-60.94995986390859
54,20140424,2010.7837579865009
55,20140425,2156.3788160458207
56,20140428,-1363.560625705868
57,20140429,-54.20472859032452
58,20140430,-1644.5767885604873
59,20140501,-1078.7871203655377
60,20140502,3183.2794238217175
61,20140505,2834.2504016105086
