,0
0,1000000.0
1,1000000.0
2,1000000.0
3,1000000.0
4,999931.2084002
5,999953.2806560447
6,1000283.376348832
7,999369.2771231028
8,1000147.0898145024
9,999324.159023457
10,999401.9553147857
11,999171.4770194576
12,999095.5470955615
13,1000787.0709884973
14,1000265.791555024
15,1000470.5814860794
16,998293.3935029585
17,1009725.8586563007
18,1011823.0520757802
19,1013730.0888404903
20,1013369.223706346
21,1012139.3264292276
22,1010511.9288627182
23,1006071.8556655691
24,1003218.4980523284
25,1003088.4684027015
26,1003913.4074456055
27,1004436.4124749788
28,1004493.8976164213
29,1004227.0067710166
30,1006615.4968861331
31,1005572.290853588
32,1006245.7445864893
33,1007579.2667517851
34,1006676.2957147694
35,1007560.9440172325
36,1008181.4567075303
37,1008102.587866789
38,1007477.9540510405
39,1009339.6477864448
40,1009417.2276664353
41,1009140.5892770748
42,1008394.2512997733
43,1006782.5309252528
44,1006903.3862130976
45,1008006.1740294534
46,1007869.1004382543
47,1009562.5059470535
48,1009911.9220338627
49,1010442.2314671223
50,1011320.1374495073
51,1010655.7225343151
52,1010847.1800445839
53,1011020.6905566182
54,1011171.9317236382
55,1011300.7194514907
56,1011571.6095197432
57,1011900.2670011972
58,1013263.1513770563
59,1012591.8442921091
60,1012245.5031135253
61,1013411.4158142187
62,1011631.181029633
