,0
0,4941038.14497124
1,5095297.339548722
2,5098942.48676787
3,5099351.023277669
4,5099402.289029326
5,5101033.541632276
6,5102203.666794123
7,5100019.678863971
8,5099897.313777041
9,5092275.098842299
10,5095693.52856087
11,5099101.891839971
12,5096088.971463053
13,5093547.613170434
14,5132511.231656505
15,5132098.161702778
16,5132098.161702778
17,5132098.161702778
18,5132098.161702778
19,5132098.161702778
20,5127811.758303778
21,5129569.453216261
22,5129673.356309603
23,5131779.607553435
24,5131696.00229337
25,5131655.191567119
26,5133857.274831183
27,5127048.651884959
28,5127237.585951502
29,5128697.112205783
30,5132159.934146833
31,5128262.968870174
32,5130136.501551855
33,5129464.181437459
34,5113742.178659579
35,5119055.58569184
36,5118560.813503616
37,5119987.807564702
38,5128285.205185446
39,5126491.25281533
40,5117213.533010238
41,5121852.5743167205
42,5131575.7035288755
43,5129740.888412994
44,5129574.077535665
45,5129779.386370873
46,5131456.885322965
47,5133623.413817881
48,5134446.181669117
49,5133096.550980601
50,5132815.286616017
51,5133216.893985327
52,5134452.983075902
53,5133373.245047996
54,5134017.695969788
55,5132704.930641043
56,5136891.338656372
57,5135500.561481358
58,5131516.320552194
59,5129689.021417246
60,5126500.280431482
61,5118143.578381768
62,5120161.563646943
