,0
0,5547130.111070928
1,4940360.904371527
2,4940292.5149826845
3,4940292.5149826845
4,4940292.5149826845
5,4940292.5149826845
6,4940292.5149826845
7,4940292.5149826845
8,4940292.5149826845
9,4940292.5149826845
10,4940292.5149826845
11,4940292.5149826845
12,4940292.5149826845
13,4940292.5149826845
14,4940292.5149826845
15,4940292.5149826845
16,4940292.5149826845
17,4940292.5149826845
18,4940292.5149826845
19,4940292.5149826845
20,4940292.5149826845
21,4940292.5149826845
22,4940292.5149826845
23,4940292.5149826845
24,4940292.5149826845
25,4940292.5149826845
26,4940292.5149826845
27,4940292.5149826845
28,4940292.5149826845
29,4940292.5149826845
30,4940292.5149826845
31,4940292.5149826845
32,4940292.5149826845
33,4940292.5149826845
34,4940292.5149826845
35,4940292.5149826845
36,4940292.5149826845
37,4940292.5149826845
38,4940292.5149826845
39,4940292.5149826845
40,4940292.5149826845
41,4940292.5149826845
42,4940292.5149826845
43,4940292.5149826845
44,4940292.5149826845
45,4940292.5149826845
46,4940292.5149826845
47,4940292.5149826845
48,4940292.5149826845
49,4940292.5149826845
50,4940292.5149826845
51,4940292.5149826845
52,4940292.5149826845
53,4940292.5149826845
54,4940292.5149826845
55,4940292.5149826845
56,4940292.5149826845
57,4940292.5149826845
58,4940292.5149826845
59,4940292.5149826845
60,4940292.5149826845
61,4940292.5149826845
62,4940292.5149826845
