,date,assets
0,0,2342146.447795416
1,20150806,2386373.260740011
2,20150807,2362216.9916915013
3,20150810,2357095.733337218
4,20150811,2446793.2655113004
5,20150812,2442604.5293565285
6,20150813,2432161.6048844834
7,20150814,2434359.239755781
8,20150817,2446528.9040013105
9,20150818,2431065.367890382
10,20150819,2446788.573711092
11,20150820,2400184.181559659
12,20150821,2289792.342611403
13,20150824,2216258.4118327666
14,20150825,2191169.646845642
15,20150826,2342871.076580963
16,20150827,2371911.865305972
17,20150828,2349010.3153949077
18,20150831,2310786.7670751167
19,20150901,2247703.7171094846
20,20150902,2300048.2064798493
21,20150903,2274689.5761737446
22,20150904,2256905.561577286
23,20150908,2302874.3984647393
24,20150909,2296375.87417364
25,20150910,2324556.7271328415
26,20150911,2339391.027943487
27,20150914,2331002.445794945
28,20150915,2369384.0478593167
29,20150916,2371948.7317666006
30,20150917,2393796.730463875
31,20150918,2350557.3841612455
32,20150921,2370172.2081661667
33,20150922,2330979.5229495396
34,20150923,2329871.4458339023
35,20150924,2340366.4147900646
36,20150925,2297979.560457839
37,20150928,2246131.3663420035
38,20150929,2246361.7623639866
39,20150930,2286635.077247043
40,20151001,2294888.630680845
41,20151002,2340083.0350169763
42,20151005,2381511.830427139
43,20151006,2393148.8380998876
44,20151007,2384313.6738174465
45,20151008,2375368.752074773
46,20151009,2388101.9184374968
47,20151012,2397121.517398103
48,20151013,2414324.097123647
49,20151014,2410738.335121367
50,20151015,2444156.5875739255
51,20151016,2445498.706344213
52,20151019,2457622.3453517724
53,20151020,2408530.7246308657
54,20151021,2384021.2949241525
55,20151022,2413237.4171951218
56,20151023,2573034.399297044
57,20151026,2608329.230543212
58,20151027,2593755.608293964
59,20151028,2608416.4009660557
60,20151029,2621842.801219365
61,20151030,2601225.3336156546
62,20151102,2635153.8552078446
