,tic,datadate,open,high,low,volume,adjcp,macd,rsi,cci,adx,turbulence
0,FB,20120518,42.049999,45.0,38.0,573576400,38.23,0.0,0.0,-66.66666666666667,100.0,0.0
1,FB,20120521,36.529999,36.66,33.0,168192700,34.029999,-0.09423079166666781,0.0,-66.66666666666667,100.0,0.0
2,FB,20120522,32.610001000000004,33.59,30.940001000000002,101786600,31.0,-0.21402881983981104,0.0,-78.30711609620724,100.0,0.0
3,FB,20120523,31.370001000000002,32.5,31.360001,73600000,32.0,-0.2271653894268013,12.73290612583709,-63.87795263874971,100.0,0.0
4,FB,20120524,32.950001,33.209998999999996,31.77,50237200,33.029999,-0.1885351709166443,23.1581327980266,-42.15299735784683,78.5047990277535,0.0
5,FB,20120525,32.900002,32.950001,31.110001,37149800,31.91,-0.20966114930648416,20.414768173717448,-53.46671496613716,80.57892019461926,0.0
6,FB,20120529,31.48,31.690001000000002,28.65,78063400,28.84,-0.35867427808754826,15.281535179745504,-99.99430161407764,85.97206481468048,0.0
7,FB,20120530,28.700001,29.549999,27.860001,57267900,28.190001000000002,-0.48373897777683794,14.483855937217612,-116.65067169724601,87.19294468328921,0.0
8,FB,20120531,28.549999,29.67,26.83,111639200,29.6,-0.49302845286925745,23.450557406393415,-98.61710185827928,88.57836701412081,0.0
9,FB,20120601,28.889999,29.15,27.389999,41855500,27.719998999999998,-0.5892827712076851,20.48752363909226,-101.525192354234,88.5783670141208,0.0
10,FB,20120604,27.200001,27.65,26.440001000000002,35230300,26.9,-0.6942593775859223,19.38249962944819,-107.87190815669412,89.74728543203145,0.0
11,FB,20120605,26.700001,27.76,25.75,42473400,25.870001000000002,-0.8183565384190281,18.11303607819353,-103.86205545455917,90.5019938150222,0.0
12,FB,20120606,26.07,27.17,25.52,61489200,26.809998999999998,-0.8464357521380279,22.881540405652146,-92.01587955079256,90.74474998332792,0.0
13,FB,20120607,27.0,27.35,26.15,26159500,26.309998999999998,-0.8854380695006334,22.171110571328384,-82.41102120070715,86.75164591444322,0.0
14,FB,20120608,26.549999,27.76,26.440001000000002,38034000,27.1,-0.8566743888740653,25.92999687398948,-67.38425744701412,77.6941883650307,0.0
15,FB,20120611,27.18,28.07,26.84,28219600,27.01,-0.829539691019594,25.783241505253386,-59.98155173656171,70.99136787294698,0.0
16,FB,20120612,27.48,27.77,26.959999,15816800,27.4,-0.7744162060712938,27.61960164327452,-56.22906068250612,70.99136787294698,0.0
17,FB,20120613,27.66,28.1,27.1,17102800,27.27,-0.730890108607074,27.38594101219512,-51.88656454271295,63.48975669583206,0.0
18,FB,20120614,27.65,28.32,27.379998999999998,16855000,28.290001,-0.6231180673675567,32.05174957313699,-38.94930065400712,58.533278041402085,0.0
19,FB,20120615,28.51,30.1,28.35,43563800,30.01,-0.4204167189331969,38.90026420460987,-2.6380835347815546,25.60009680073415,0.0
20,FB,20120618,29.959999,32.080002,29.41,42978900,31.41,-0.1661422698966284,43.679999616671736,34.149985681387896,0.7206331247678851,0.0
21,FB,20120619,31.540001,32.18,30.700001,30849000,31.91,0.06623750594981104,45.26204280515228,48.457055908376496,0.34507721144890935,0.0
