,date,assets
0,0,1000000.0
1,20090105,1000000.0
2,20090106,1000000.0
3,20090107,1000000.0
4,20090108,1000000.0
5,20090109,1000000.0
6,20090112,1000000.0
7,20090113,1000000.0
8,20090114,1000000.0
9,20090115,1000000.0
10,20090116,1000000.0
11,20090120,1000000.0
12,20090121,1000000.0
13,20090122,1000000.0
14,20090123,1000000.0
15,20090126,1000000.0
16,20090127,1000000.0
17,20090128,1000000.0
18,20090129,1000000.0
19,20090130,1000000.0
20,20090202,999936.242243281
21,20090203,999934.0307833509
22,20090204,999934.0307833509
23,20090205,1000000.8333778708
24,20090206,999993.7575818257
25,20090209,999993.7575818257
26,20090210,999993.7575818257
27,20090211,999993.7575818257
28,20090212,999993.7575818257
29,20090213,999993.7575818257
30,20090217,999993.7575818257
31,20090218,999993.7575818257
32,20090219,999993.7575818257
33,20090220,999993.7575818257
34,20090223,999982.8221468326
35,20090224,999976.453135655
36,20090225,999976.453135655
37,20090226,999976.453135655
38,20090227,999976.453135655
39,20090302,999976.453135655
40,20090303,999976.453135655
41,20090304,999976.453135655
42,20090305,999976.453135655
43,20090306,999976.453135655
44,20090309,999976.453135655
45,20090310,999976.453135655
46,20090311,999976.453135655
47,20090312,999976.453135655
48,20090313,999976.453135655
49,20090316,999976.453135655
50,20090317,999976.453135655
51,20090318,999976.453135655
52,20090319,999976.453135655
53,20090320,999976.453135655
54,20090323,999976.453135655
55,20090324,999976.453135655
56,20090325,999976.453135655
57,20090326,999976.453135655
58,20090327,999976.453135655
59,20090330,999974.5203010115
60,20090331,999974.3030924991
61,20090401,999974.3030924991
62,20090402,999974.3030924991
63,20090403,999974.3030924991
64,20090406,999974.3030924991
65,20090407,999974.3030924991
66,20090408,999974.3030924991
67,20090409,999974.3030924991
68,20090413,999974.3030924991
69,20090414,999974.3030924991
70,20090415,999974.3030924991
71,20090416,999974.3030924991
72,20090417,999974.3030924991
73,20090420,999974.3030924991
74,20090421,999974.3030924991
75,20090422,999974.3030924991
76,20090423,999974.3030924991
77,20090424,999974.3030924991
78,20090427,999974.3030924991
79,20090428,999974.3030924991
80,20090429,999974.3030924991
81,20090430,999974.3030924991
82,20090501,999974.3030924991
83,20090504,999974.3030924991
84,20090505,999974.3030924991
85,20090506,999974.3030924991
86,20090507,999974.3030924991
87,20090508,999974.3030924991
88,20090511,999974.3030924991
89,20090512,999996.6699963799
90,20090513,999994.465642259
91,20090514,999994.465642259
92,20090515,999994.465642259
93,20090518,999994.465642259
94,20090519,999994.465642259
95,20090520,999994.465642259
96,20090521,999994.465642259
97,20090522,999994.465642259
98,20090526,999994.465642259
99,20090527,999994.465642259
100,20090528,999994.465642259
101,20090529,999994.465642259
102,20090601,999994.465642259
103,20090602,999994.465642259
104,20090603,999994.465642259
105,20090604,999994.465642259
106,20090605,999994.465642259
107,20090608,999994.465642259
108,20090609,999994.465642259
109,20090610,999994.465642259
110,20090611,999994.465642259
111,20090612,999994.465642259
112,20090615,999994.465642259
113,20090616,999994.465642259
114,20090617,999994.465642259
115,20090618,999965.4578426245
116,20090619,999962.2651783151
117,20090622,999962.2651783151
118,20090623,999962.2651783151
119,20090624,999962.2651783151
120,20090625,1000002.6132235039
121,20090626,999997.7670546015
122,20090629,999997.7670546015
123,20090630,999997.7670546015
124,20090701,999997.7670546015
125,20090702,999997.7670546015
126,20090706,999997.7670546015
127,20090707,999997.7670546015
128,20090708,999997.7670546015
129,20090709,999997.7670546015
130,20090710,999997.7670546015
131,20090713,999997.7670546015
132,20090714,999997.7670546015
133,20090715,999997.7670546015
134,20090716,999997.7670546015
135,20090717,999997.7670546015
136,20090720,999997.7670546015
137,20090721,999997.7670546015
138,20090722,999997.7670546015
139,20090723,999997.7670546015
140,20090724,999999.5357310389
141,20090727,999996.6240945277
142,20090728,999996.6240945277
143,20090729,999996.6240945277
144,20090730,999996.6240945277
145,20090731,999996.6240945277
146,20090803,999996.6240945277
147,20090804,999996.6240945277
148,20090805,999996.6240945277
149,20090806,999996.6240945277
150,20090807,999979.4679231126
151,20090810,999977.7651976425
152,20090811,999977.7651976425
153,20090812,999977.7651976425
154,20090813,999977.7651976425
155,20090814,999977.7651976425
156,20090817,999977.7651976425
157,20090818,999977.7651976425
158,20090819,999977.7651976425
159,20090820,999977.7651976425
160,20090821,999980.6036738323
161,20090824,999980.397246811
162,20090825,999980.397246811
163,20090826,999980.397246811
164,20090827,999980.397246811
165,20090828,999980.397246811
166,20090831,999980.397246811
167,20090901,999980.397246811
168,20090902,999980.397246811
169,20090903,999980.397246811
170,20090904,999980.397246811
171,20090908,999980.397246811
172,20090909,999980.397246811
173,20090910,999980.397246811
174,20090911,999980.397246811
175,20090914,999980.397246811
176,20090915,999980.397246811
177,20090916,999980.397246811
178,20090917,999980.397246811
179,20090918,999980.397246811
180,20090921,999980.397246811
181,20090922,999980.397246811
182,20090923,999980.397246811
183,20090924,999980.397246811
184,20090925,999980.397246811
185,20090928,999980.397246811
186,20090929,999980.397246811
187,20090930,999980.397246811
188,20091001,999980.397246811
189,20091002,999980.397246811
190,20091005,999980.397246811
191,20091006,999980.397246811
192,20091007,999980.397246811
193,20091008,999980.397246811
194,20091009,999961.9974012208
195,20091012,999959.9033883762
196,20091013,999959.9033883762
197,20091014,999959.9033883762
198,20091015,999959.9033883762
199,20091016,999959.9033883762
200,20091019,999959.9033883762
201,20091020,999959.9033883762
202,20091021,999964.7850850937
203,20091022,999962.5497970745
204,20091023,999962.5497970745
205,20091026,999962.5497970745
206,20091027,999962.5497970745
207,20091028,999962.5497970745
208,20091029,999962.5497970745
209,20091030,999962.5497970745
210,20091102,999962.5497970745
211,20091103,999962.5497970745
212,20091104,999962.5497970745
213,20091105,999962.5497970745
214,20091106,999962.5497970745
215,20091109,999962.5497970745
216,20091110,999962.5497970745
217,20091111,999962.5497970745
218,20091112,999812.5898972746
219,20091113,999801.7688973746
220,20091116,999801.7688973746
221,20091117,999801.7688973746
222,20091118,999801.7688973746
223,20091119,999801.7688973746
224,20091120,999801.7688973746
225,20091123,999801.7688973746
226,20091124,999812.5686784692
227,20091125,999808.7645235065
228,20091127,999808.7645235065
229,20091130,999808.7645235065
230,20091201,999808.7645235065
231,20091202,999808.7645235065
232,20091203,999808.7645235065
233,20091204,999808.7645235065
234,20091207,999808.7645235065
235,20091208,999808.7645235065
236,20091209,999808.7645235065
237,20091210,999808.7645235065
238,20091211,999808.7645235065
239,20091214,999808.7645235065
240,20091215,999808.7645235065
241,20091216,999808.7645235065
242,20091217,999808.7645235065
243,20091218,999808.7645235065
244,20091221,999808.7645235065
245,20091222,999808.7645235065
246,20091223,999808.7645235065
247,20091224,999808.7645235065
248,20091228,999808.7645235065
249,20091229,999808.7645235065
250,20091230,999808.7645235065
251,20091231,999808.7645235065
252,20100104,999808.7645235065
253,20100105,999808.7645235065
254,20100106,999808.7645235065
255,20100107,999808.7645235065
256,20100108,999808.7645235065
257,20100111,999808.7645235065
258,20100112,999808.7645235065
259,20100113,999808.7645235065
260,20100114,999808.7645235065
261,20100115,999808.7645235065
262,20100119,999808.7645235065
263,20100120,999756.8088607228
264,20100121,999754.7059372711
265,20100122,999740.2232810691
266,20100125,999735.1737284994
267,20100126,999735.1737284994
268,20100127,999735.1737284994
269,20100128,999735.1737284994
270,20100129,999735.1737284994
271,20100201,999735.1737284994
272,20100202,999735.1737284994
273,20100203,999735.1737284994
274,20100204,999735.1737284994
275,20100205,999735.1737284994
276,20100208,999735.1737284994
277,20100209,999735.1737284994
278,20100210,999735.1737284994
279,20100211,999735.1737284994
280,20100212,999735.1737284994
281,20100216,999735.1737284994
282,20100217,999735.1737284994
283,20100218,999735.1737284994
284,20100219,999699.9525003916
285,20100222,999689.2848711376
286,20100223,999687.6147841945
287,20100224,999687.6147841945
288,20100225,999687.6147841945
289,20100226,999687.6147841945
290,20100301,999687.6147841945
291,20100302,999687.6147841945
292,20100303,999687.6147841945
293,20100304,999687.6147841945
294,20100305,999687.6147841945
295,20100308,999687.6147841945
296,20100309,999687.6147841945
297,20100310,999687.6147841945
298,20100311,999687.6147841945
299,20100312,999687.6147841945
300,20100315,999687.6147841945
301,20100316,999687.6147841945
302,20100317,999687.6147841945
303,20100318,999687.6147841945
304,20100319,999687.6147841945
305,20100322,999687.6147841945
306,20100323,999687.6147841945
307,20100324,999687.6147841945
308,20100325,999687.6147841945
309,20100326,999687.6147841945
310,20100329,999687.6147841945
311,20100330,999687.6147841945
312,20100331,999687.6147841945
313,20100401,999687.6147841945
314,20100405,999687.6147841945
