,date,rewards
0,20170405,0.0
1,20170406,0.0
2,20170407,0.0
3,20170410,0.0
4,20170411,0.0
5,20170412,0.0
6,20170413,0.0
7,20170417,0.0
8,20170418,0.0
9,20170419,0.0
10,20170420,0.0
11,20170421,0.0
12,20170424,0.0
13,20170425,0.0
14,20170426,0.0
15,20170427,0.0
16,20170428,0.0
17,20170501,0.0
18,20170502,0.0
19,20170503,0.0
20,20170504,0.0
21,20170505,0.0
22,20170508,0.0
23,20170509,0.0
24,20170510,0.0
25,20170511,0.0
26,20170512,0.0
27,20170515,0.0
28,20170516,0.0
29,20170517,0.0
30,20170518,0.0
31,20170519,0.0
32,20170522,0.0
33,20170523,0.0
34,20170524,0.0
35,20170525,0.0
36,20170526,0.0
37,20170530,0.0
38,20170531,0.0
39,20170601,0.0
40,20170602,0.0
41,20170605,0.0
42,20170606,0.0
43,20170607,0.0
44,20170608,0.0
45,20170609,0.0
46,20170612,0.0
47,20170613,0.0
48,20170614,0.0
49,20170615,0.0
50,20170616,0.0
51,20170619,0.0
52,20170620,0.0
53,20170621,0.0
54,20170622,0.0
55,20170623,0.0
56,20170626,0.0
57,20170627,0.0
58,20170628,0.0
59,20170629,0.0
60,20170630,0.0
61,20170703,0.0
