,date,rewards
0,20170104,1059.556895608781
1,20170105,9926.252002949128
2,20170106,16910.891031509032
3,20170109,697.0686502456665
4,20170110,-2593.1595092297066
5,20170111,4349.701406846521
6,20170112,-2160.896086114226
7,20170113,2119.116579493042
8,20170117,-4558.856855352875
9,20170118,2035.47112973826
10,20170119,-5430.191274022451
11,20170120,3966.3652322913986
12,20170123,19922.1913530007
13,20170124,6357.261907828506
14,20170125,16450.803416150156
15,20170126,-4907.306138100335
16,20170127,-12324.209983912995
17,20170130,-29262.92939007748
18,20170131,-7709.619701698888
19,20170201,-1526.539914056193
20,20170202,3952.40991791361
21,20170203,4126.592038099654
22,20170206,-209.06901199370623
23,20170207,7848.91493007727
24,20170208,1965.7809943610337
25,20170209,1645.0722556188703
26,20170210,5729.883392959833
27,20170213,7765.35452269786
28,20170214,1686.9368046149611
29,20170215,-2049.4264441158157
30,20170216,7221.6214575839695
31,20170217,5451.124245589366
32,20170221,5004.905508095631
33,20170222,-1254.671987362206
34,20170223,794.6680202411953
35,20170224,-3750.232126595918
36,20170227,892.2673902364913
37,20170228,-8462.423172943527
38,20170301,16771.42711251718
39,20170302,-6426.9520432057325
40,20170303,-2160.896086113993
41,20170306,-1812.361760990927
42,20170307,5757.70897934027
43,20170308,4823.745730720693
44,20170309,4614.591676351614
45,20170310,6371.217222206527
46,20170313,3192.5437471042387
47,20170314,111.55468437355012
48,20170315,2202.7606351105496
49,20170316,2202.760635110317
50,20170317,4656.371182972798
51,20170320,-5186.150327845942
52,20170321,-25010.82595908898
53,20170322,-1212.8924807410222
54,20170323,-16743.602920274017
55,20170324,-4391.565955842845
56,20170327,7082.241186829982
57,20170328,1965.6959519858938
58,20170329,14624.486340780975
59,20170330,125.50999875133857
60,20170331,-2704.629151227651
61,20170403,12533.280390043976
